     #Time	                                dt	                            Star_x	                            Star_y	                           Inner_x	                           Inner_y	                           Outer_x	                           Outer_y	                           Star_vx	                           Star_vy	                          Inner_vx	                          Inner_vy	                          Outer_vx	                          Outer_vy
0.007534621447400998220378376402	0.007534621447400998220378376402	-0.014141796188081381946410886030	-0.000003246228371596823271302531	3.627243414856216041641800984507	0.003938124684724875201879967790	13.733756683578018709113166551106	0.002222714421905655577532678890	0.000000197454435461583648491978	0.000000000089375053895671490233	-0.000558031209456780002108045036	0.523101082756868951406659107306	-0.000039835186570015459605470509	0.295430983698968863127021222681
54.256809042728193048787943553180	0.007534621447400998220378376402	-0.006886877344503618790516608072	-0.013787980795448207330111678459	0.885237397364222133866462627338	3.562162426962048211720457402407	6.952011920598319072439608135028	13.382464117441493556270870612934	0.000351107680677849288107539305	0.000238271547672241185665542584	-0.499380005514012459411077315963	0.132267285780977100762001441581	-0.218416780150309047803247608499	0.162759386449832954557592756828
108.498548842589343621511943638325	0.007534621447400998220378376402	0.006652071521913626751809633930	-0.016380422059427322822866557317	-3.207290954505417346354079199955	1.897228737193977110564446775243	-6.010677980843400547428245772608	16.597715692757429195580698433332	0.000295665315049371054279686577	0.000588927687406487682976463649	-0.261899834483585725042331660006	-0.435957194124145630542699336729	-0.231422772334317239373291386073	-0.034570715446497896072841626847
162.747823263907093860325403511524	0.007534621447400998220378376402	0.016327658183706433847603989307	-0.009845887833605192901442748621	-2.750964013424484377878798113670	-2.485813365244890160710156123969	-16.286796247925693137403868604451	11.062254286885877974100367282517	0.000032802812592988511524155076	0.000686537461652838112459440456	0.346896475159089834328085544257	-0.377278044582137539464383735321	-0.138243655699170020501043154582	-0.154430172086677391929399050241
216.997097685224844099138863384724	0.007534621447400998220378376402	0.019067746528277605688739271272	-0.000213152311241981794317709720	1.663710066947274635040798784757	-3.258047619774067094056135829305	-20.480102358161378361955939908512	1.198898002833458154015033869655	-0.000118977955298359686824374859	0.000550573318138644282604410307	0.464033911626993589294443154358	0.239285838875445078244297292258	-0.014259145232147928464283559435	-0.196559344845195410611538022749
271.246372106542594337952323257923	0.007534621447400998220378376402	0.015956780482788455316489617530	0.008423545523481902955187372584	3.578496665721037750529376353370	0.845169055149395553883095999481	-17.793306657215754995604584109969	-9.080475037011012773291440680623	-0.000074475805984620848786831315	0.000448390002081958637114578181	-0.113678214760478679679067681718	0.508434320131262440511932254594	0.112084153032704331165447797503	-0.170065520992855184756464836937
325.495646527860344576765783131123	0.007534621447400998220378376402	0.008252814006722012513117547883	0.014153205330365944969450708868	0.165366907064412760330895935112	3.736508952953909279415256605716	-8.698011102557844154148369852919	-15.950570832487654726605796895456	-0.000060551051509445848186619088	0.000489040741154373164584212574	-0.510640295783543085583744414180	0.027336487555422468026522508922	0.216350528057242391666292746777	-0.068614485843475236936939154475
379.744920949178094815579243004322	0.007534621447400998220378376402	-0.003029005142051593123253550033	0.013966260668439088241110646038	-3.512413582559817282202629940002	1.290340051989285585776201514818	4.225919845368473204416659427807	-15.022230095400873395306007296313	-0.000177519505008927856466033335	0.000457948119516503478719504638	-0.170910948979388577217974898304	-0.480209437629493307575501148676	0.237204964790135475194432501667	0.115938768343288062245832747976
433.994195370495845054392702877522	0.007534621447400998220378376402	-0.012129068302308376042786264293	0.004149164361242740906021708724	-2.177579449980087566984821023652	-2.960126020403842428407870102092	13.362610776983688154473384201992	-3.461774656014914519630565337138	-0.000179916081716400292006899364	0.000242839408913294321984768787	0.422657340253552504805156786460	-0.300548444879879583790938113452	0.061989653746559375546709702576	0.287566654070043892232888538274
488.243469791813595293206162750721	0.007534621447400998220378376402	-0.009626993577706632887469595516	-0.009881792040815007976961581448	2.338464625737587176956822077045	-2.796197234495850558744223235408	9.388377649763869570165297773201	11.192815204186008060105450567789	0.000065053817369186957373511371	0.000137588237459925405220192984	0.401217118025614771781306444609	0.335309392574300868528069941021	-0.188305731151140159918000449579	0.207474956654983527792879272056
